Latitude,Longitude,Cluster
37.865304281880924,-120.71841506175925,1
37.86361808002529,-120.75821543636437,1
37.782660618210315,-120.66618220905501,1
37.898427895133366,-120.69960622270048,1
37.809368374460256,-120.65665380985065,1
37.888164367099705,-120.70450392938697,1
37.82641551930863,-120.66268034248048,1
37.852950258120245,-120.62956873871248,1
37.81232071992358,-120.78880368553388,1
37.82023842031196,-120.80093468865299,1
37.87872747026196,-120.82418187540252,1
37.80017064368732,-120.61232275650023,1
37.85382774570695,-120.72685794913055,1
37.87653374559598,-120.73803257674726,1
37.88975773328746,-120.80814891958043,1
37.880188005927394,-120.74430932151303,1
37.778279491282724,-120.7215126559945,1
37.8232419038055,-120.77778001228569,1
37.86044758564185,-120.69570745656863,1
37.84346100458605,-120.73259641387794,1
37.83075867632171,-120.71220292549059,1
37.85734817428752,-120.7830796406155,1
37.83641887626615,-120.77073721765088,1
37.82583511219411,-120.74691680673317,1
37.79417123554119,-120.81493693286288,1
37.77715346253655,-120.66497779660486,1
37.78977197086777,-120.6280953324218,1
37.83647746225134,-120.85120592000375,1
37.88511684179544,-120.78833719451886,1
37.9259797709101,-120.78262972250337,1
37.81507110430109,-120.8761282204047,1
37.85787790100037,-120.85336483521189,1
37.882764550162506,-120.72158895878131,1
37.77452440243737,-120.72140511440904,1
37.78812896914633,-120.73203831129987,1
37.850948554074584,-120.72053773267925,1
37.84173116030921,-120.72762836728343,1
37.85235825120531,-120.87279703325284,1
37.862471754926254,-120.79286151290684,1
37.828021780248655,-120.63028247700764,1
37.93208781649571,-120.72097344308999,1
37.89235610209678,-120.76100368717812,1
37.83428309586768,-120.79206127094199,1
37.830478143413835,-120.70268912204077,1
37.79624706281022,-120.95792698767457,1
37.86203402396549,-120.7542999861978,1
37.817110510524074,-120.70120312469967,1
37.81462525425033,-120.81810105426489,1
37.83367898557308,-120.79563275970553,1
37.83987938000873,-120.81660896602045,1
37.84482052788932,-120.75157103313772,1
37.81958496078748,-120.77873703812104,1
37.789639711090004,-120.76005250007945,1
37.83364733849513,-120.73272841089624,1
37.83175811128402,-120.62520926156223,1
37.86016004405073,-120.74622985869769,1
37.89362723964146,-120.63012776493937,1
37.883445196019444,-120.64989156738412,1
37.77978767572588,-120.86662057487162,1
37.853094500324936,-120.79591011879143,1
37.85555263364957,-120.74765433417858,1
37.81147386448018,-120.77009973587282,1
37.87299374509874,-120.71254518110443,1
37.83681193529157,-120.73033832879244,1
37.96884965117982,-120.72149093776501,1
37.805078263089015,-120.72334436305752,1
37.84199267767261,-120.65965427577497,1
37.8926410580803,-120.78419827000097,1
37.79882387335412,-120.7320902954534,1
37.83371245778007,-120.80205258480922,1
37.80600024710888,-120.76687082531585,1
37.81745235909809,-120.74223081832032,1
37.84502227165196,-120.72983805233218,1
37.918447823900586,-120.74861159790926,1
37.77793263590432,-120.8000762658052,1
37.85527956333859,-120.75454312888459,1
37.843664051260696,-120.84663337227217,1
37.83631494522557,-120.65440631639899,1
37.78652735552637,-120.7987176755094,1
37.877354788348114,-120.74277902135462,1
37.803358899997235,-120.76163834335875,1
37.912004112265606,-120.70391446278964,1
37.84416278651822,-120.6679528897075,1
37.8908432723186,-120.7126055732184,1
37.86503848607785,-120.68110936532378,1
37.81175208849241,-120.72963606246066,1
37.87672513040164,-120.73616235598791,1
37.83685892807375,-120.8689563695877,1
37.78949973753576,-120.7602130390508,1
37.94090769557854,-120.64934336212418,1
37.86047482152141,-120.82912842952176,1
37.7980514745593,-120.79884552452407,1
37.860136936995254,-120.69393771074479,1
37.86113684421177,-120.77259695279854,1
37.825336133110554,-120.68019989010195,1
37.81330652733607,-120.71010177718635,1
37.85340600825441,-120.67693393166533,1
37.829483213413965,-120.82966239170122,1
37.903124471504576,-120.8053555793913,1
37.89366997686628,-120.77932674118863,1
37.921022061694714,-120.65781789932554,1
37.81545089755295,-120.78473790943828,1
37.8116442147599,-120.71826421567188,1
37.859219663019594,-120.69949388850296,1
37.85861707227515,-120.652365167822,1
37.791122125627545,-120.8617614110807,1
37.816394047868805,-120.80607689756928,1
37.8183592489961,-120.6897799010502,1
37.85796555885961,-120.70969527020114,1
37.813385697774585,-120.80381872882634,1
37.854180629410415,-120.65800743437718,1
37.81336482300185,-120.80770617175581,1
37.88742709044722,-120.83790525692953,1
37.84128648604923,-120.710716971692,1
37.87031351010646,-120.86432180670747,1
37.888707235174294,-120.71947834177627,1
37.85565941846606,-120.7103401286008,1
37.88956604529948,-120.63855552088144,1
37.82112016343333,-120.75262862469437,1
37.8496783086218,-120.84476156249613,1
37.87074775723446,-120.72140635038193,1
37.81731341637434,-120.80307313131574,1
37.8794389656352,-120.78275051023971,1
37.86893218535068,-120.77125028164437,1
37.93063831450885,-120.69073135802887,1
37.88051759055892,-120.79087769608347,1
37.80999201795516,-120.71936208995572,1
37.80485040799607,-120.83455264400685,1
37.8498998657749,-120.6759868395793,1
37.81552328343185,-120.72318537788738,1
37.78152029623409,-120.73513757581597,1
37.78772874401388,-120.65272492908402,1
37.84996019886285,-120.8244796765681,1
37.86671256753004,-120.80920107621711,1
37.90625109708649,-120.85701084653749,1
37.78588389133919,-120.74315998001045,1
37.85782373196284,-120.66520782505,1
37.85522272667342,-120.74068594588826,1
37.856208621162395,-120.79550898646761,1
37.78842113472618,-120.71421395077364,1
37.85332294835847,-120.77859749680064,1
37.88693276317642,-120.7990244190804,1
37.742285930271514,-120.71158029052674,1
37.8408819606429,-120.65551774564508,1
37.86761091574632,-120.73084219360243,1
37.87892979217585,-120.75473197211504,1
37.85737983145502,-120.73701979372703,1
37.89242042683396,-120.7351436984631,1
37.79132790123614,-120.70988948126029,1
37.884509633464475,-120.78671430454625,1
37.81945807747951,-120.74790918849091,1
37.790999242679675,-120.79327899424705,1
37.84688502012609,-120.7991448412242,1
37.841346527891744,-120.79248534305843,1
37.81146401036675,-120.69264477873385,1
37.87258114950571,-120.67115366150279,1
37.81554003527502,-120.74314245736824,1
37.87136217935402,-120.79424602483519,1
37.78852316958728,-120.71258241017276,1
37.85723704727535,-120.65172013894,1
37.84008095973341,-120.6950855558806,1
37.862000034850276,-120.73976621834865,1
37.856291485922206,-120.79828747437371,1
37.8111209618901,-120.73134941243947,1
37.84627142426016,-120.7249171319511,1
37.84624241551451,-120.70996232477084,1
37.80768774396231,-120.6888627154236,1
37.89873045604145,-120.7086258787732,1
37.84531195733997,-120.5823352422473,1
37.89311343284381,-120.785754153672,1
37.87519980397052,-120.70466150365829,1
37.87068640725718,-120.74555838363015,1
37.794262874474775,-120.75954829265554,1
37.82374828225756,-120.72020002337045,1
37.86504176219076,-120.61879806838749,1
37.82037504567112,-120.76867946203481,1
37.84913771659784,-120.74927154861899,1
37.84046882040116,-120.77354190308081,1
37.93199877491746,-120.76587269002142,1
37.870033424150094,-120.87666074412489,1
37.864441287575275,-120.7869724450222,1
37.811193590825425,-120.7150070996239,1
37.84181113669918,-120.81285449361438,1
37.81633923578105,-120.74121067040159,1
37.82672497647252,-120.74877165314876,1
37.85245866499223,-120.79288272893722,1
37.842429011918824,-120.81403400932125,1
37.83646677755507,-120.69495066431783,1
37.839665756186655,-120.8037613192132,1
37.81045873155343,-120.77556502931542,1
37.888154286523005,-120.70572316077407,1
37.89141752792699,-120.85836158117857,1
37.85271720582737,-120.80703359555295,1
37.81722966798009,-120.67846894273559,1
37.86041566206509,-120.75558991652002,1
37.88425772771287,-120.76185183517096,1
37.84337257462943,-120.86876972669123,1
37.91279068662147,-120.79131423830052,1
37.83647650078679,-120.79935323302834,1
37.863427489451404,-120.74845563731337,1
37.832368786569624,-120.7644861955492,1
37.87502470018744,-120.8566597873374,1
37.828814373508656,-120.77227525147339,1
37.87862367175137,-120.73488487699625,1
37.878279292408465,-120.75263214523171,1
37.81767667343631,-120.72017741741013,1
37.87171579273866,-120.68850749701448,1
