Latitude,Longitude,Cluster
37.28191203257662,-121.70061029608088,2
37.1104968322153,-121.7562295304537,2
37.225298303326305,-121.85644423309294,2
37.161479257792394,-121.74669601581842,2
37.2895659684639,-121.85161851074858,2
37.23154513641367,-121.63304375325298,2
37.23257245017189,-121.68292054898659,2
37.198222387695814,-121.78803745429295,2
37.35365453582447,-121.77474571915428,2
37.267315052127366,-121.77834936916888,2
37.28001599385333,-121.7625892626617,2
37.3010092802678,-121.67733075982885,2
37.21760694716011,-121.78031692695329,2
37.333299501566486,-121.7291651598347,2
37.2904023087519,-121.85740540692764,2
37.198440561015815,-121.62746209810288,2
37.360565613989415,-121.83355467686626,2
37.21136953341507,-121.74034167776597,2
37.25235905399282,-121.6785541584612,2
37.189527147750326,-121.77196816070557,2
37.27622652323898,-121.64876687963466,2
37.22066038688983,-121.82116260292739,2
37.285610538221526,-121.74008820764634,2
37.28310551475505,-121.69920493355545,2
37.23506712340149,-121.80657010258894,2
37.261921318655524,-121.75630156999887,2
37.24053130422728,-121.70273943373796,2
37.17424957510243,-121.72944152631189,2
37.179497439423905,-121.77540381358999,2
37.19745151834859,-121.67996890913614,2
37.26671228441858,-121.69605323164672,2
37.37080886020535,-121.86733257953028,2
37.20357113537714,-121.7927926085525,2
37.23342946021655,-121.88963888585545,2
37.1175220212104,-121.82139329700645,2
37.23081446953685,-121.80986586258676,2
37.30519463126043,-121.70318474421815,2
37.28839969627172,-121.82645879165437,2
37.19468120771609,-121.66964362111095,2
37.21898612028273,-121.77588441732922,2
37.29652415571095,-121.67754962477895,2
37.18354790001883,-121.76633862681561,2
37.311265699150034,-121.73333215201026,2
37.24414949447043,-121.75521831694859,2
37.21453521771151,-121.8178187803371,2
37.218622213285826,-121.74400166938065,2
37.29058368473948,-121.8099730963178,2
37.1548419712289,-121.68284298748881,2
37.229785883088276,-121.65173382725708,2
37.257564743374395,-121.78273301317265,2
37.172196534470025,-121.7088707186523,2
37.28110362871856,-121.80669052531003,2
37.269241239833505,-121.72869141492447,2
37.190061306771156,-121.77415124979939,2
37.21722814134677,-121.80723312307784,2
37.3369635189914,-121.683747129083,2
37.36313409282389,-121.79486528801282,2
37.24904785983032,-121.81370134772462,2
37.18087061850597,-121.83539508125827,2
37.29323779823995,-121.70452410731076,2
37.27402827886202,-121.68393205841261,2
37.14305007940156,-121.72235057739888,2
37.3205335762414,-121.7891120344591,2
37.224826175775895,-121.74435976123266,2
37.17084046868053,-121.778791211015,2
37.18882558782911,-121.70926635785952,2
37.33257076288781,-121.66869766900251,2
37.23004180194917,-121.84776847085864,2
37.229874638018494,-121.67875481407425,2
37.23950391659023,-121.71901768304083,2
37.22563525898331,-121.90223659435811,2
37.267206649742214,-121.67610738775329,2
37.2881084449597,-121.76016352931896,2
37.27609654403468,-121.7371354399422,2
37.32620757186052,-121.75448111945583,2
37.211732817660035,-121.91590267348643,2
37.32335564526335,-121.72319105623285,2
37.28922323509892,-121.69706204721577,2
37.27151542612979,-121.79261539016586,2
37.21715713257184,-121.87043052149856,2
37.31558191226827,-121.67346208511783,2
37.22891210619966,-121.70236332846004,2
37.277645903689205,-121.74425227439382,2
37.259274083046336,-121.79180639898776,2
37.3435916852871,-121.81119286441873,2
37.28450641857543,-121.75254652318672,2
37.18822925946588,-121.71551224544402,2
37.21262832398506,-121.8041956247831,2
37.25661300016096,-121.68871415389053,2
37.38900085958186,-121.82729203070974,2
37.19913818300906,-121.72268659457737,2
37.4192297877455,-121.71571470409341,2
37.19715581198241,-121.76529295832785,2
37.229439447797695,-121.77732787719262,2
37.31088253127231,-121.71505403584334,2
37.38300342707743,-121.88513910324043,2
37.242845872571564,-121.7577287482382,2
37.19411202975679,-121.65033658594582,2
37.2110158200153,-121.76113698631234,2
37.27240266003807,-121.76496409584628,2
37.25269728151596,-121.714887206377,2
37.13780956943289,-121.78645324877384,2
37.29825087025352,-121.74855895949167,2
37.23378573061889,-121.8181356358292,2
37.2075465478983,-121.72424840809315,2
37.29241606274766,-121.73849813340439,2
37.34307927945631,-121.92097285268133,2
37.2688052997769,-121.71887108176901,2
37.3188136899402,-121.8463871600086,2
37.262799476459385,-121.66335268112739,2
37.29197990927852,-121.73253085340261,2
37.26774766614139,-121.77046168210944,2
37.28206339733511,-121.76946911277393,2
37.16032117432826,-121.82782689012863,2
37.29453111579744,-121.67123855435574,2
37.37575049547326,-121.73298908419613,2
37.141381639279324,-121.71189982311618,2
37.32756663529315,-121.78142792709579,2
37.2358956066159,-121.68480115333121,2
37.18677580188183,-121.76191168281494,2
37.310587895193166,-121.7826896358033,2
37.217772315159365,-121.80815784610421,2
37.305935788293,-121.87166594088342,2
37.33281216094717,-121.75232149119977,2
37.19890178494763,-121.62234132174503,2
37.215555373670796,-121.80342928135296,2
37.261264996778976,-121.77174367837198,2
37.162522190833755,-121.80910425204733,2
37.27536519276008,-121.86750980292291,2
37.22658325259073,-121.80358086799531,2
37.312998843581056,-121.72573908137849,2
37.410789410334075,-121.70892784076541,2
37.32753399141113,-121.76225325195547,2
37.267190688343675,-121.81210194644062,2
37.188049084681786,-121.67810316998874,2
37.306337710514505,-121.78790225197159,2
37.26984361977966,-121.7208872497252,2
37.35202118649455,-121.8525471281414,2
37.29641537451042,-121.72157546658275,2
37.33064258618533,-121.80409406836792,2
37.17691089055862,-121.78829992720529,2
37.16817117206688,-121.73077739781549,2
37.23013216748465,-121.70474892548728,2
37.24327284906838,-121.71867303733721,2
37.230996573475245,-121.7755352398736,2
37.24981252881438,-121.69353454497292,2
37.29350861372938,-121.89638494723937,2
37.212878365820146,-121.6780173905118,2
37.29454322642717,-121.74994809473255,2
37.11563793069539,-121.67843374737946,2
37.19645378295442,-121.70402358868613,2
37.15054129079479,-121.74811021619959,2
37.24922476436255,-121.75342645141215,2
37.19345816538444,-121.63388502151437,2
37.301118914840664,-121.78793116963604,2
37.21029344658843,-121.82349300617041,2
37.275900247837484,-121.68277753256639,2
37.2244839795378,-121.91185464575112,2
37.27985338168627,-121.71029853189572,2
37.23322585422832,-121.7371752386449,2
37.31332926240331,-121.7202232198435,2
37.322566707911584,-121.6769693036281,2
37.155991431915325,-121.72266178338333,2
37.32750231263428,-121.81173606039872,2
37.25605172440679,-121.70387728584078,2
37.22670997938881,-121.74268433366576,2
37.172448179570935,-121.8140759067987,2
37.11015253314732,-121.78447372337358,2
37.288672636060035,-121.79694933953213,2
37.25672369578087,-121.64101892663543,2
37.37174729467098,-121.73206721159247,2
